Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_4_R3,0.056796,1.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_1_R4,0.0521231,5.05439
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_4_R6,0.0497021,1.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R6,0.0482991,1.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R1,0.0481078,2.35909
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_4_R5,0.0469842,1.00778
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R1,0.0458222,1.74799
Ec_actinula_t.69548..1-1686,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.69548,1-1686,STG_5_R5,0.045503,1.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R3,0.0375261,2.24649
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_3_R5,0.0361262,2.98427
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_6_R3,0.0341226,1.0
Ec_actinula_t.53593..2566-1043,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.53593,2566-1043,STG_1_R5,0.0312022,2.01725
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R2,0.0306187,0.330591
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R3,0.0263725,0.275529
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R2,0.019652,0.212451
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R6,0.0139606,0.316081
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R4,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R1,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R4,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R2,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R1,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R1,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R3,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R1,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R1,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_3_R2,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R2,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R3,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R6,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R5,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_5_R4,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_1_R3,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R4,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_2_R3,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R4,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_6_R3,0.0,0.0
Ec_actinula_t.124..645-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.124,645-1,STG_4_R1,0.0,0.0
Ec_actinula_t.18330..702-1931,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.18330,702-1931,STG_4_R6,0.0,0.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_6_R1,0.0,0.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R1,0.0,0.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_3_R1,0.0,0.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_2_R6,0.0,0.0
Ec_actinula_t.19697..788-207,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.19697,788-207,STG_1_R4,0.0,0.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R5,0.0,0.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_3_R5,0.0,0.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_5_R6,0.0,0.0
Ec_actinula_t.30794..1-1149,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.30794,1-1149,STG_1_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R6,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R4,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R1,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R5,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R4,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R6,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R2,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R1,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R1,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R5,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R2,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R5,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_3_R1,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R1,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R6,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R2,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R6,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R6,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R5,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R5,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_5_R4,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_2_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_1_R4,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_6_R3,0.0,0.0
Ec_actinula_t.32683..1-1416,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.32683,1-1416,STG_4_R1,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R3,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R6,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R1,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R5,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R4,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R2,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_3_R5,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R3,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R2,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R6,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_4_R2,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_5_R6,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R6,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_6_R4,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_2_R3,0.0,0.0
Ec_actinula_t.33872..142-1341,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.33872,142-1341,STG_1_R4,0.0,0.0
Ec_actinula_t.48126..182-1558,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48126,182-1558,STG_6_R1,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_6_R1,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R5,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R2,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R2,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_3_R5,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R1,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R6,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R6,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R5,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R3,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_2_R3,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_1_R4,0.0,0.0
Ec_actinula_t.48494..525-1,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.48494,525-1,STG_4_R1,0.0,0.0
Ec_actinula_t.56333..104-1537,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.56333,104-1537,STG_2_R1,0.0,0.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_6_R1,0.0,0.0
Ec_actinula_t.746..1346-1035,SCNN1D;SCNN1B;SCNN1G;ASIC1;ASIC2;ASIC3,OG0000009,Ec_actinula_t.746,1346-1035,STG_5_R6,0.0,0.0
